name,cp_slope,cp_chi_sq,cp_reduced_chi_sq,cp_neg_error,cp_pos_error,cpf_slope,cpf_chi_sq,cpf_reduced_chi_sq,cpf_neg_error,cpf_pos_error,cpo_slope,cpo_chi_sq,cpo_reduced_chi_sq,cpo_neg_error,cpo_pos_error,cpi_slope,cpi_chi_sq,cpi_reduced_chi_sq,cpi_neg_error,cpi_pos_error,ic_slope,ic_chi_sq,ic_reduced_chi_sq,ic_neg_error,ic_pos_error,icf_slope,icf_chi_sq,icf_reduced_chi_sq,icf_neg_error,icf_pos_error
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
