name,cp_slope,cp_intercept,cp_chi_sq,cp_reduced_chi_sq,cp_slope_neg_error,cp_slope_pos_error,cp_intercept_neg_error,cp_intercept_pos_error,cpf_slope,cpf_intercept,cpf_chi_sq,cpf_reduced_chi_sq,cpf_slope_neg_error,cpf_slope_pos_error,cpf_intercept_neg_error,cpf_intercept_pos_error,cpi_slope,cpi_intercept,cpi_chi_sq,cpi_reduced_chi_sq,cpi_slope_neg_error,cpi_slope_pos_error,cpi_intercept_neg_error,cpi_intercept_pos_error,cpo_slope,cpo_intercept,cpo_chi_sq,cpo_reduced_chi_sq,cpo_slope_neg_error,cpo_slope_pos_error,cpo_intercept_neg_error,cpo_intercept_pos_error,ic_slope,ic_intercept,ic_chi_sq,ic_reduced_chi_sq,ic_slope_neg_error,ic_slope_pos_error,ic_intercept_neg_error,ic_intercept_pos_error,icf_slope,icf_intercept,icf_chi_sq,icf_reduced_chi_sq,icf_slope_neg_error,icf_slope_pos_error,icf_intercept_neg_error,icf_intercept_pos_error
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
